mode,hint,tag2,question,tag1,necessary_info,subtype,extra_info,cipher,archetype,vulnerability,flag,ciphertext,difficulty
,What happens when you cube small numbers? Remember e=3!,,"A hacker left a signed message using RSA with unusually low exponent. Can you recover the original message from their signature? Ciphertext: 0x299b1aea1db0fa7f191b923bbdbee253f8b0ca0b512340b6e5f53dd9b0bda60b01434132ebafbb499c5185c97691541997bcb2c137731fada3d44e7516360daa

Public Key (n, e): (7859779711268057166738766368579283380681147550444915615018761433773761293546411683533116210942901247599838116400500183132213591944380052302807773372899507, 3)",,"Public Key (n, e): (7859779711268057166738766368579283380681147550444915615018761433773761293546411683533116210942901247599838116400500183132213591944380052302807773372899507, 3)",rsa_sign_with_low_public_exponent,,RSA Low-Exponent Signature,signature_schemes,,flag{i49nxlvd},0x299b1aea1db0fa7f191b923bbdbee253f8b0ca0b512340b6e5f53dd9b0bda60b01434132ebafbb499c5185c97691541997bcb2c137731fada3d44e7516360daa,not defined
,Caesar ciphers are easily broken by brute force or frequency analysis.,,"A lost Roman scroll contains a secret message encoded by Caesar himself. Can you decipher its contents? The message is: rxms{8uzde22w}

The flag format is flag{...}",,The flag format is flag{...},caesar,The shift used is: 12,Caesar,classical_cipher,,flag{8inrs22k},rxms{8uzde22w},easy
,Vigenère ciphers are vulnerable to Kasiski examination and frequency analysis.,,"An old notebook contains a cryptic message left by a vanished hacker. Can you break the Vigenère cipher and reveal their secret? bgcf{8tlciqym}

The flag format is flag{...}
The keyword is: wvczlha",,"The flag format is flag{...}
The keyword is: wvczlha",vigenere,,Vigenère,classical_cipher,,flag{8iecmvwn},bgcf{8tlciqym},not defined
,Playfair is vulnerable to digraph frequency analysis.,,"A secret message, securing a hidden flag, was hastily encrypted using the Playfair cipher. Can you decrypt xehatftcweyihwigsqqwtftcweslobwlglycigfalzvuhatftcweyihwigyrlmanugftrzpzakylrigaiyxwyevualbiwgoblfmumnlzigceslateyilftckionaoddqyevfyevuirbqiletneqzlsbv to uncover what's concealed?

The flag format is flag{...}
The keyword is: anpwmfuw",,"The flag format is flag{...}
The keyword is: anpwmfuw",playfair,"The playfair table is [['a', 'n', 'p', 'w', 'm'], ['f', 'u', 'b', 'c', 'd'], ['e', 'g', 'h', 'i', 'k'], ['l', 'o', 'q', 'r', 's'], ['t', 'v', 'x', 'y', 'z']]",Playfair,classical_cipher,,flag{7735ssru},xehatftcweyihwigsqqwtftcweslobwlglycigfalzvuhatftcweyihwigyrlmanugftrzpzakylrigaiyxwyevualbiwgoblfmumnlzigceslateyilftckionaoddqyevfyevuirbqiletneqzlsbv,not defined
,Hill ciphers can be broken using known-plaintext attacks and linear algebra mod 26.,,"An old notebook reveals a spy's message in jumbled letters. Can you use the Hill cipher to decode their urgent instructions? Ciphertext: ggddssxulsljnaakduarfodhfhhjwpducgertoeryuuunshpooeqlwkynqfdqeijnpnwbe

The flag format is flag{...}
You got a tip from a friend that the encrypted message starts with: welcome to the ancient library. hidden within these words is your key: ",,"The flag format is flag{...}
You got a tip from a friend that the encrypted message starts with: welcome to the ancient library. hidden within these words is your key: ",hill,"The matrix used is: [[17, 25], [5, 0]]",Hill,classical_cipher,,flag{ihhdmupg},ggddssxulsljnaakduarfodhfhhjwpducgertoeryuuunshpooeqlwkynqfdqeijnpnwbe,not defined
,Rail Fence is a simple transposition cipher vulnerable to reconstruction by analyzing positions.,,"
Agent Z encoded the meeting location using the Rail Fence cipher. Can you recover the secret by deciphering this message: fa{tojflgbxm5}?


The flag format is flag{...}",,The flag format is flag{...},rail_fence,The rails value is: 2,Rail Fence,classical_cipher,,flag{btxomj5f},fa{tojflgbxm5},not defined
,Simple substitution ciphers are susceptible to frequency analysis.,,"An intercepted spy message uses a simple letter swap. Can you reveal the original instructions from the coded text below? qz confhvyolfpn, l useuhqhshqvz cqfpio qu l gihpvj vr izconfhqzy qz xpqcp szqhu vr fwlqzhith loi oifwlcij xqhp hpi cqfpiohith, qz l jirqzij glzzio, xqhp hpi piwf vr l min; hpi ""szqhu"" gln ei uqzywi wihhiou (hpi gvuh cvggvz), flqou vr wihhiou, hoqfwihu vr wihhiou, gqthsoiu vr hpi levdi, lzj uv rvohp. hpi oiciqdio jicqfpiou hpi hith en fiorvogqzy hpi qzdioui useuhqhshqvz fovciuu hv itholch hpi voqyqzlw giuulyi. wqmixqui, klcbsiu bsqcmwn aqffij hpovsyp l bsiuhqvz vz aiov-mzvxwijyi fovvru, izusoqzy zv coqhqclw wihhio xlu wirh vsh vr vso confhvyolfpqc fsaawi.rwly{9wrous2d}

The flag format is flag{...}",,The flag format is flag{...},substitution,"The substitution map is: {'a': 'l', 'b': 'e', 'c': 'c', 'd': 'j', 'e': 'i', 'f': 'r', 'g': 'y', 'h': 'p', 'i': 'q', 'j': 'k', 'k': 'm', 'l': 'w', 'm': 'g', 'n': 'z', 'o': 'v', 'p': 'f', 'q': 'b', 'r': 'o', 's': 'u', 't': 'h', 'u': 's', 'v': 'd', 'w': 'x', 'x': 't', 'y': 'n', 'z': 'a'}",Substitution,classical_cipher,,flag{9lfrsu2v},"qz confhvyolfpn, l useuhqhshqvz cqfpio qu l gihpvj vr izconfhqzy qz xpqcp szqhu vr fwlqzhith loi oifwlcij xqhp hpi cqfpiohith, qz l jirqzij glzzio, xqhp hpi piwf vr l min; hpi ""szqhu"" gln ei uqzywi wihhiou (hpi gvuh cvggvz), flqou vr wihhiou, hoqfwihu vr wihhiou, gqthsoiu vr hpi levdi, lzj uv rvohp. hpi oiciqdio jicqfpiou hpi hith en fiorvogqzy hpi qzdioui useuhqhshqvz fovciuu hv itholch hpi voqyqzlw giuulyi. wqmixqui, klcbsiu bsqcmwn aqffij hpovsyp l bsiuhqvz vz aiov-mzvxwijyi fovvru, izusoqzy zv coqhqclw wihhio xlu wirh vsh vr vso confhvyolfpqc fsaawi.rwly{9wrous2d}",not defined
,Columnar transposition ciphers can be broken by analyzing column lengths and patterns.,,"
Agent Nova left a scrambled message at HQ. Use transposition to reveal the password: yr,nicroneacrmdciirepifasni)oaghthlTpipretleylaegsaecialsouithsmitaxefostisconetfsaxianesssphfcwroosiorneocnsscplhGprlgaepmdeoAcciad)gp}Ipaasti(karti)eorocasoocc(stwuntaeevroohersaxplrrrorrcnratpcpeiauohityemtip,htgpiuoitndgute.ieeeeasnutnasyfoeitahieVhcehlntestdderon(.{0rgyasneswptneaonthcletorrasnhhnccte.stisdipttahtrphtadouytdcrwirtflehfrbucrinahiotleteahtmestfnttpidtieoheniaiiistFiopiuyynokmnnnttrSau4ntptpipansmipitfynhmtsnhttpiitghrrmeasneouoitiyasofasogererehxcptnen.drsiohwdceoonfnbscenhlDtdrbeniabuot,atmdnolekAXeox-icitlhevdyndAfwucohroohloauohshepwsbhisaerootcieasssnicrrnfn(cccoucc)rtgsmoaetheaoptTifutnehohtsniptuthtieveeieenstnstpitreb,hrcreDcrmhqtrohieraEpSaElvq


The flag format is flag{...}",,The flag format is flag{...},transposition,"The key length is 5, and the key order is [4, 0, 3, 1, 2].",Transposition,classical_cipher,,flag{wvup0uq4},"yr,nicroneacrmdciirepifasni)oaghthlTpipretleylaegsaecialsouithsmitaxefostisconetfsaxianesssphfcwroosiorneocnsscplhGprlgaepmdeoAcciad)gp}Ipaasti(karti)eorocasoocc(stwuntaeevroohersaxplrrrorrcnratpcpeiauohityemtip,htgpiuoitndgute.ieeeeasnutnasyfoeitahieVhcehlntestdderon(.{0rgyasneswptneaonthcletorrasnhhnccte.stisdipttahtrphtadouytdcrwirtflehfrbucrinahiotleteahtmestfnttpidtieoheniaiiistFiopiuyynokmnnnttrSau4ntptpipansmipitfynhmtsnhttpiitghrrmeasneouoitiyasofasogererehxcptnen.drsiohwdceoonfnbscenhlDtdrbeniabuot,atmdnolekAXeox-icitlhevdyndAfwucohroohloauohshepwsbhisaerootcieasssnicrrnfn(cccoucc)rtgsmoaetheaoptTifutnehohtsniptuthtieveeieenstnstpitreb,hrcreDcrmhqtrohieraEpSaElvq",not defined
,"Autokey ciphers are vulnerable once enough plaintext is known, allowing reconstruction of the key.",,"A secret agent encrypted the vault code with an Autokey cipher. Can you recover the password from the message below? ef ciku pesg, aug rwwtymprt gpscymmkz neaeiel eifbsi genugz.fwmu{67dxer4y}

The flag format is flag{...}
You got a tip from a friend that the encrypted message starts with: In each case, the resulting plaintext appears almost random.
The seed lenght is 4 and only alphabetic characters count.",,"The flag format is flag{...}
You got a tip from a friend that the encrypted message starts with: In each case, the resulting plaintext appears almost random.
The seed lenght is 4 and only alphabetic characters count.",autokey,The key seed is: wsyi,Autokey,classical_cipher,,flag{67lera4y},"ef ciku pesg, aug rwwtymprt gpscymmkz neaeiel eifbsi genugz.fwmu{67dxer4y}",not defined
,The message is encoded multiple times with Base64. Decode iteratively to recover the original flag.,,"An agent hid a secret code in a Base64-encoded string. Decode Vm0wd2VHUXhUblJWV0d4WFlURndVRlpzWkc5V1JteFZVMnhPYWxKc1NsWldSM1JQWVcxS1IxZHViRmRpUmtwSVdWZDRTMk14VG5OaVJsWlhZbGRuZWxkV1VrSmxSbGw0Vkc1R1VtSkdXbGhaYTFwV1pVWmtWMVZyWkZSaVZscElWa2MxUzJGc1NuTlhiR2hYWWxoU1lWcFhlR0ZXYkdSeVYyeENWMkV3Y0ZSV1ZWcFNaREZDVWxCVU1EMD0= to reveal the classified message.

The flag format is flag{...}",,The flag format is flag{...},base64_layered,Encoded 9 times in total.,Base64,classical_cipher,,flag{woi46cmt},Vm0wd2VHUXhUblJWV0d4WFlURndVRlpzWkc5V1JteFZVMnhPYWxKc1NsWldSM1JQWVcxS1IxZHViRmRpUmtwSVdWZDRTMk14VG5OaVJsWlhZbGRuZWxkV1VrSmxSbGw0Vkc1R1VtSkdXbGhaYTFwV1pVWmtWMVZyWkZSaVZscElWa2MxUzJGc1NuTlhiR2hYWWxoU1lWcFhlR0ZXYkdSeVYyeENWMkV3Y0ZSV1ZWcFNaREZDVWxCVU1EMD0=,easy
,"Morse Code represents each letter as a series of dots and dashes. Spaces separate letters, and slashes separate words.",,"An old radio operator left a secret message for you in Morse code. Can you decode ..-. .-.. .- --. { -.- --- ----. ...-- -.. .---- .--. ..-. } to discover the hidden word?

The flag format is flag{...}",,The flag format is flag{...},morse_code,"Morse Code follows international standards, with letters separated by spaces and words separated by slashes.",Morse Code,classical_cipher,,flag{ko93d1pf},..-. .-.. .- --. { -.- --- ----. ...-- -.. .---- .--. ..-. },not defined
,"Each ASCII character is represented as a sum of non-consecutive Fibonacci numbers, always ending in 1.",,"An eccentric mathematician left a note encoded with a sequence inspired by Fibonacci numbers. Can you uncover their secret message? Ciphertext: 10001000001 10001010011 10000100001 10001000011 10100000001 101000011 101010101 10010000001 10010001001 10010001001 10010100001 10001010101 101001011 10100000101

The flag format is flag{...}",,The flag format is flag{...},fibonacci_encoding,Each character of the flag is independently encoded using Fibonacci representation.,Fibonacci Encoding,classical_cipher,,flag{06nqqvm3},10001000001 10001010011 10000100001 10001000011 10100000001 101000011 101010101 10010000001 10010001001 10010001001 10010100001 10001010101 101001011 10100000101,not defined
,XOR is undone by XORing again with the same key. (A XOR B = C ⇒ C XOR B = A),,"Agent X left a secret message for you, encrypted using XOR. Can you recover the original note and reveal their codeword? Ciphertext: stringA: 2f3f3109034666743601104f0214 stringB: 4953506e7831504d4e3661386d69

The flag format is flag{...}",,The flag format is flag{...},XOR,Both strings are in hex. XOR the two provided hex strings to recover the flag.,XOR,classical_cipher,,flag{w69x7qwo},stringA: 2f3f3109034666743601104f0214 stringB: 4953506e7831504d4e3661386d69,easy
,Use a Base64 decoder to obtain the original text.,,"A hacker hid the server password using Base64. Can you decode this message to unlock the next clue: ZmxhZ3toZTVseHV5c30=

The flag format is flag{...}",,The flag format is flag{...},Base64,Decoding is direct; no additional layers or tricks.,Base64,classical_cipher,,flag{he5lxuys},ZmxhZ3toZTVseHV5c30=,easy
,The message is encoded multiple times with Base64. Decode iteratively to recover the original flag.,,"An AI hid a secret launch code using a classic binary-to-text encoding. Can you decode the message? Here it is: Vm0weGQxTnRVWGxXYTFwUFZsZG9WRmxVU2xOalJsSlZWR3RPYW1KR1ZqTldiRkpIWVcxS1IxWnFUbGhoTWsweFdWZHplRmRHVm5OaFJtUlhaV3RGZUZaclVrZFhiVkY1Vkd0YWFsSnNXbGhXYlhSYVpXeGFWbGRyV2xCV2EwcFRWVVpSZDFCUlBUMD0=

The flag format is flag{...}",,The flag format is flag{...},Base64_layered,Encoded 8 times in total.,Base64,classical_cipher,,flag{ltxea8yl},Vm0weGQxTnRVWGxXYTFwUFZsZG9WRmxVU2xOalJsSlZWR3RPYW1KR1ZqTldiRkpIWVcxS1IxWnFUbGhoTWsweFdWZHplRmRHVm5OaFJtUlhaV3RGZUZaclVrZFhiVkY1Vkd0YWFsSnNXbGhXYlhSYVpXeGFWbGRyV2xCV2EwcFRWVVpSZDFCUlBUMD0=,easy
,Use a Base85 decoder to retrieve the original text.,,"An agent intercepted a secret message disguised in Base85. Can you decipher it? Here's the coded data: W^7?+duBLzab|aPa(w

The flag format is flag{...}",,The flag format is flag{...},Base85,Decoding is straightforward; only one layer is used.,Base85,classical_cipher,,flag{f8xqfwtr},W^7?+duBLzab|aPa(w,easy
,The message is encoded multiple times with Base85. Decode iteratively to recover the original flag.,,"Intercepted during a covert exchange, this Base85-encrypted message (Q8+ttdr@OIG*C!rHB%->JZW-vP-Id&VOCyuW^zbleLgr-eK2QQPHbRaYfvg!J3&uKDQs#>F>yE) may reveal the meeting's secret location if you can break the cipher.

The flag format is flag{...}",,The flag format is flag{...},Base85_layered,Encoded 7 times in total.,Base85,classical_cipher,,flag{dhj7934e},Q8+ttdr@OIG*C!rHB%->JZW-vP-Id&VOCyuW^zbleLgr-eK2QQPHbRaYfvg!J3&uKDQs#>F>yE,easy
,Use the provided substitution table to restore each letter of the ciphertext to the original plaintext.,,"A hacker intercepted a secret message encoded with a substitution cipher. Can you decrypt the hidden information from this ciphertext? cglp{b0724s7r}

The flag format is flag{...}

Below is the substitution table mapping plaintext letters to ciphertext letters:
{'a': 'l', 'b': 't', 'c': 'y', 'd': 'u', 'e': 'w', 'f': 'c', 'g': 'p', 'h': 'z', 'i': 'f', 'j': 'b', 'k': 'd', 'l': 'g', 'm': 'e', 'n': 'k', 'o': 's', 'p': 'x', 'q': 'v', 'r': 'r', 's': 'i', 't': 'm', 'u': 'n', 'v': 'q', 'w': 'o', 'x': 'j', 'y': 'h', 'z': 'a'}",,"The flag format is flag{...}

Below is the substitution table mapping plaintext letters to ciphertext letters:
{'a': 'l', 'b': 't', 'c': 'y', 'd': 'u', 'e': 'w', 'f': 'c', 'g': 'p', 'h': 'z', 'i': 'f', 'j': 'b', 'k': 'd', 'l': 'g', 'm': 'e', 'n': 'k', 'o': 's', 'p': 'x', 'q': 'v', 'r': 'r', 's': 'i', 't': 'm', 'u': 'n', 'v': 'q', 'w': 'o', 'x': 'j', 'y': 'h', 'z': 'a'}",substitution_direct,Letters outside [a-zA-Z] are left unchanged. Case is preserved by converting letters back to uppercase if needed.,Substitution,classical_cipher,,flag{j0724o7r},cglp{b0724s7r},not defined
,"Atbash reverses the alphabet (A ↔ Z, B ↔ Y, etc.).",,"An old manuscript reveals a secret society’s code; they claimed the alphabet's end hides truth. Solve their message: uozt{mxdz478u}

The flag format is flag{...}",,The flag format is flag{...},atbash,,Atbash,classical_cipher,,flag{ncwa478f},uozt{mxdz478u},easy
,Hex encoding represents bytes as pairs of 0-9 and a-f.,,"A hacker left a message in hexadecimal code. Can you decode the hidden secret? Ciphertext: 666c61677b35386371343374327d

The flag format is flag{...}",,The flag format is flag{...},hex,,Hex,classical_cipher,,flag{58cq43t2},666c61677b35386371343374327d,easy
,The ASCII values of each character have been shifted by some small amount (1–10).,,"An old hacker left behind a secret code, encrypted with a simple ASCII shift. Can you recover the original message from this cipher: kqfln6wy7s?

The flag format is flag{...}",,The flag format is flag{...},ascii_shift,Shift used: 5,ASCII Shift,classical_cipher,,flag{i1rtz2zn},kqfln6wy7s,easy
,Numbers are used to break up the flag. The original flag uses only letters.,,"
A hacker left a note encrypted with SplitNumberMix. We found it in their desk drawer. Can you retrieve the message from this cipher?  77777 flag 77777 {ljzdbigl 77777 } 77777 


The flag format is flag{...}",,The flag format is flag{...},split_flag,Split into 3 parts with numeric sequences of length 2–5 randomly inserted.,SplitNumberMix,classical_cipher,,flag{ljzdbigl}, 77777 flag 77777 {ljzdbigl 77777 } 77777 ,easy
,The original message has simply been reversed.,,"
A hacker left clues in a message, but wrote it backward to hide the secret. Can you reveal the original text? Ciphertext: }raolcv8l{galf


The flag format is flag{...}",,The flag format is flag{...},reversed_flag,Reverse the entire string to get the original flag.,Reverse,classical_cipher,,flag{l8vcloar},}raolcv8l{galf,easy
,The flag is split into parts of 2–3 letters with spaces.,,"
Intercepted comms use the new ChunkedFlag cipher. Can you recover the secret from this encrypted snippet? fla g{x u1 2z ha t}


The flag format is flag{...}",,The flag format is flag{...},chunked_flag,Remove the spaces to recover the original flag.,ChunkedFlag,classical_cipher,,flag{xu12zhat},fla g{x u1 2z ha t},easy
,Small primes are easily factorable with typical factoring algorithms.,,"Agent Zero encrypted the plans with RSA, but used small prime numbers. Cracking the message—594830954997205570—could reveal their secret if you exploit this weakness.

The flag format is flag{...}
n=8618469753439904887, e=7380582017294967267",,"The flag format is flag{...}
n=8618469753439904887, e=7380582017294967267",small_primes,"p=2340486227, q=3682341581, φ(n)=8618469747417077080",RSA,rsa,small primes,flag{9mjd7y5e},594830954997205570,not defined
,The RSA modulus n is a perfect square. This often indicates a repeated prime usage vulnerability.,,"A careless developer reused a prime key while encrypting two secrets with RSA. Both ciphertexts are yours: 424293883908111029047022327152907760188170105710752318679458029396542113953601834358882674821039571606808005231271341806009982121591321006698184939844433945778795941410935557001520764429579580546469411984732275914809565862297660232. Find the hidden message!

The flag format is flag{...}
n=456186391671453502049733046688753732818730063316639264601223515492995720445897392132251852104160219220882238543617409178549845246392297769161389362158427672993962434396699582420893158879916445818085586854714281060109965576575570721, e=281515500384630564428213481196152332827568687023776331728999771457419347735746593892184143073322739847382360389727131220045967408975757264030638120891259250563614698314806309421396669745669000413423712614000403901808215690703044829",,"The flag format is flag{...}
n=456186391671453502049733046688753732818730063316639264601223515492995720445897392132251852104160219220882238543617409178549845246392297769161389362158427672993962434396699582420893158879916445818085586854714281060109965576575570721, e=281515500384630564428213481196152332827568687023776331728999771457419347735746593892184143073322739847382360389727131220045967408975757264030638120891259250563614698314806309421396669745669000413423712614000403901808215690703044829",repeated_prime_usage,"p=21358520353045374337938600269905372094268386565957296025429711018778445130998762968198198605964220478683563243251439, q=21358520353045374337938600269905372094268386565957296025429711018778445130998762968198198605964220478683563243251439, φ(n)=456186391671453502049733046688753732818730063316639264601223515492995720445897392132251852104160219220882238543617366461509139155643621891960849551414239136220830519804648722998855601989654448292149190457502352619152598450089067844",RSA,rsa,repeated primes,flag{bshjooyq},424293883908111029047022327152907760188170105710752318679458029396542113953601834358882674821039571606808005231271341806009982121591321006698184939844433945778795941410935557001520764429579580546469411984732275914809565862297660232,not defined
,A partial exposure of a prime number's bits can significantly weaken RSA security. Look into lattice-based techniques like Coppersmith's attack.,,"An overconfident admin shared the RSA private key with a distractingly redacted screenshot. Can you uncover the original message from the ciphertext below? 604559183597924333053676467548080303784635193173841973412441673355182593986065491531284786704133909978214423350311820500579292185205886955871773062337875

The flag format is flag{...}
n=5682123793297268344160493820631132895909453083649014711393011736828838456017028779789902556974238554175843499207308557517809307273123061479495796141645751, e=2698091559540008110630431404779537915417398514739495385289514947562113259235716544886649602071537902837153830895699211277913130179167520738650071936818169, partial_p=13869637928334082387",,"The flag format is flag{...}
n=5682123793297268344160493820631132895909453083649014711393011736828838456017028779789902556974238554175843499207308557517809307273123061479495796141645751, e=2698091559540008110630431404779537915417398514739495385289514947562113259235716544886649602071537902837153830895699211277913130179167520738650071936818169, partial_p=13869637928334082387",partial_key_exposure,"p=87061128309130796405577912501992077874286762471323990053811828501692556735849, q=65265910328218645481634823435671930324538150206197118870227582233702595258399, φ(n)=5682123793297268344160493820631132895909453083649014711393011736828838456016876452751265207532351341439905835199109732605131786164199022068760400989651504",RSA,rsa,partial key exposure,flag{jyhcme9o},604559183597924333053676467548080303784635193173841973412441673355182593986065491531284786704133909978214423350311820500579292185205886955871773062337875,not defined
,"When two RSA moduli share a common factor, computing GCD(n1, n2) can reveal the shared prime factor.",,"
Two careless interns reused prime factors in their RSA keys. Intercept the message: ciphertext1: 7720977778816799240221790914203604097159964420196751609887093231726218652282246385732528918662286819857176850505980324702342168621468070110654997270105985, ciphertext2: 660634417307233052974372400143687139532966698184662969381815855795776496353656721834919965580036632998743450597144001038559427837300034624335501968420976 and recover the plaintext using this weakness.


The flag format is flag{...}
n1=9857922873527979059074690199271810991256937711600716685080694500333892111621376587015027180850604685593063264630519290757522917250532385095349561110274699, n2=6763570037825290720077265642225899599594789703687515198036774322470261034658696827336077863985031887697327192210687284527194505434326526098596939805241679, e=5480761048487743691028503979169237774217733004886167885061136840162176471330866799289644226810642638967549956118048295740157296312283614100244317426239443",,"The flag format is flag{...}
n1=9857922873527979059074690199271810991256937711600716685080694500333892111621376587015027180850604685593063264630519290757522917250532385095349561110274699, n2=6763570037825290720077265642225899599594789703687515198036774322470261034658696827336077863985031887697327192210687284527194505434326526098596939805241679, e=5480761048487743691028503979169237774217733004886167885061136840162176471330866799289644226810642638967549956118048295740157296312283614100244317426239443",common_factors,"p=85183542864520364858855325675205125368290261713662492117083680443968365988939, q=115725673551832084377379291167769658281861521924184607479583370770050842843841, r=58444853507773900677612014762898796209128603554220767553505366787969835720719, φ(n1)=9857922873527979059074690199271810991256937711600716685080694500333892111621175677798610828401368450976220289846869138973885070150935718044135541901441920, φ(n2)=6763570037825290720077265642225899599594789703687515198036774322470261034658522656809018257999976896391396523756196294401716100059293437361038919126677120",RSA,rsa,common factors,flag{vxbh98dx},"ciphertext1: 7720977778816799240221790914203604097159964420196751609887093231726218652282246385732528918662286819857176850505980324702342168621468070110654997270105985, ciphertext2: 660634417307233052974372400143687139532966698184662969381815855795776496353656721834919965580036632998743450597144001038559427837300034624335501968420976",not defined
,"When two RSA moduli share a common prime, computing GCD(n, n2) can reveal the shared prime factor.",,"
Two users reused the same prime when generating RSA keys. Can you recover the message? Ciphertext: 37730630357071228879556648219519799051069305184833337616641975267575171639502265692859313270040609821557114248836002267242250025575556014073361640225935740466505622032974182446424559934128825150448407001229527770765632031425756290683778685888982999109241871294078076537797417951440228677110178333995987544350


The flag format is flag{...}
n=67676393380868095449375625390118612035893171184594300143845867558714679052675419452271323046221724983420891909313994097861893526144295422668915921055113869387275598796951572226087711409436306598698912027360216287542034994251501481209609061373869398217679021602619749248964910698810553642170483045413779610789, n2=86925957276159951389345844171260274986816751956311180661482537998169217622763062957562834207431258299272209129728320750211834819401247797889721110013971384329829142055261549179200072780467505822064284446689580987780860743210961181511320709134367662811687441317041677532340830122733808779722360289019345694263, e=2198902196234501388379829975087232803849275668618743928067974432809299795788889569170889249564907643868140476845950173932136053042355778558309887001952708136654833749261295652910654198742798795835508876577769123899108446555258466112179187305329208830362151795301790979037439254291978342431953481093030876141",,"The flag format is flag{...}
n=67676393380868095449375625390118612035893171184594300143845867558714679052675419452271323046221724983420891909313994097861893526144295422668915921055113869387275598796951572226087711409436306598698912027360216287542034994251501481209609061373869398217679021602619749248964910698810553642170483045413779610789, n2=86925957276159951389345844171260274986816751956311180661482537998169217622763062957562834207431258299272209129728320750211834819401247797889721110013971384329829142055261549179200072780467505822064284446689580987780860743210961181511320709134367662811687441317041677532340830122733808779722360289019345694263, e=2198902196234501388379829975087232803849275668618743928067974432809299795788889569170889249564907643868140476845950173932136053042355778558309887001952708136654833749261295652910654198742798795835508876577769123899108446555258466112179187305329208830362151795301790979037439254291978342431953481093030876141",shared_prime,"p=7001557223011897755140025327224955864462317379451210664099546460706386188650327243675605030120622073568887651441138173667396624542390579710322485175671167, q=9665905915677909023865785140191223987743551505775602704387882619128528063396392601222663529549393777760267459105915348366282623662352010771928746453627867, q2=12415231998741923015062131634570034825134324766820602750952283885755185339996549369625008014546330605433083208062024559809535585103276168570826278536681289, φ(n)=67676393380868095449375625390118612035893171184594300143845867558714679052675419452271323046221724983420891909313994097861893526144295422668915921055113852719812460107144793220277243993256454392830026800546847800112955159337249434489764163105309728201827692447509202195442877019562348899580000794182150311756, φ(n2)=86925957276159951389345844171260274986816751956311180661482537998169217622763062957562834207431258299272209129728320750211834819401247797889721110013971364913039920301440778977043110985476816225422138174876165935950514281639432534634707408521322995859008439346182174369607353190524163112974079140255633341808",RSA,rsa,shared prime,flag{k65qyr4o},37730630357071228879556648219519799051069305184833337616641975267575171639502265692859313270040609821557114248836002267242250025575556014073361640225935740466505622032974182446424559934128825150448407001229527770765632031425756290683778685888982999109241871294078076537797417951440228677110178333995987544350,not defined
,Blum integers are products of primes congruent to 3 modulo 4. These integers have unique properties in cryptography.,,"An old banker used RSA, but chose a modulus that's the product of two Blum primes. Now their secret message is encrypted as 914399414497286782875135684385031431509314494236145931365900879354596375380085669992508455955421041780188223324024610053417318759166049379059303889329387—can you break it?

The flag format is flag{...}
n=4773202298505231976109645863907272146231464856245124140985306192142493843684996189657049666821613201463293582483328288896054254953546912284340857216213569, e=3709452242362047210976815417261701723225710814352613898906892792468091338968065583642427891848439645023511098686648874468839911086135607331410351857909449
The lower 104 bits of p are: 31968044665629192779644561956204385359
",,"The flag format is flag{...}
n=4773202298505231976109645863907272146231464856245124140985306192142493843684996189657049666821613201463293582483328288896054254953546912284340857216213569, e=3709452242362047210976815417261701723225710814352613898906892792468091338968065583642427891848439645023511098686648874468839911086135607331410351857909449
The lower 104 bits of p are: 31968044665629192779644561956204385359
",blum_integers,"p=70773260129147515868059452155995974698799941507089190231169710640256909775951, q=67443583774367051488242594501222741462576056014709743086276824181074409745519, φ(n)=4773202298505231976109645863907272146231464856245124140985306192142493843684857972813146152254256899416636363767166912898532456020229465749519525896692100",RSA,rsa,blum integers,flag{mss2qm39},914399414497286782875135684385031431509314494236145931365900879354596375380085669992508455955421041780188223324024610053417318759166049379059303889329387,not defined
,AES-GCM with nonce reuse is vulnerable. Exploit the relationship between the ciphertexts to recover the flag.,9099e4afd9f81843089c6f56428e7ec4,"An intern reused a nonce encrypting two secrets with AES-GCM. Intercepted ciphertexts: ciphertext1:02ba86ff23f771d6e025137f7aa6, ciphertext2: 10be8eeb78ab7387bf2b12672afb230dc3c0. Can you recover both plaintexts?

The flag format is flag{...}",d3cc01fdac409a908ed037c538dff53a,The flag format is flag{...},aes_gcm,The nonce used for both encryptions is: 632d2e4aab49ed3e7f164ac7,AES-GCM,aes,nonce reuse,flag{5qq1au81},"ciphertext1:02ba86ff23f771d6e025137f7aa6, ciphertext2: 10be8eeb78ab7387bf2b12672afb230dc3c0",not defined
CCM,AES-CCM with nonce reuse is vulnerable. Exploit the relationship between the ciphertexts to recover the flag.,3000277d4bc6c8cc1f5d79dfa472aeab,"Your friend encrypted a secret flag using AES before disappearing. All you have is the encrypted message: ciphertext1:79d7e6f33914733e819cba10ebb6, ciphertext2: 79d7e6f33912372c8cdcb106b7b6. Can you recover the original flag?

The flag format is flag{...}",28c6301f8ec25b214b5e9d8c85209cc8,The flag format is flag{...},aes_ccm,The nonce used for both encryptions is: d5d4579f9646388c7b1c74,AES,aes,,flag{33zn4sz8},"ciphertext1:79d7e6f33914733e819cba10ebb6, ciphertext2: 79d7e6f33912372c8cdcb106b7b6",not defined
